"부류코드(catgoryCode)","부류명(catgoryNm)","품목코드(stdPrdlstCode)","품목명(stdPrdlstNm)","HSK류코드(hskLclasCode)","HSK류명(hskLclasNm)","HSK호코드(hskMclasCode)","HSK호명(hskMclasNm)","HSK소호코드(hskSclasCode)","HSK소호명(hskSclasNm)","HSK품목코드(hskPrdlstCode)","HSK품목명(hskPrdlstNm)","업데이트일자(updtDe)"
"01","미곡류","0101","벼","10","곡물","1006","쌀","100610","벼","1006100000","벼","2015-12-03"
"01","미곡류","0102","밭벼","10","곡물","1006","쌀","100610","벼","1006100000","벼","2015-12-03"
"01","미곡류","0103","쌀","10","곡물","1006","쌀","","","","","2015-12-03"
"01","미곡류","0104","찹쌀","10","곡물","1006","쌀","100630","정미(연마ㆍ광택 여부에 상관없다)","1006302000","찹쌀","2015-12-03"
"01","미곡류","0105","찰벼","10","곡물","1006","쌀","100610","벼","1006100000","벼","2015-12-03"
"01","미곡류","0106","현미","10","곡물","1006","쌀","100620","현미","","","2015-12-03"
"02","맥류","0201","보리","10","곡물","1003","보리","","","","","2015-12-03"
"02","맥류","0202","보리쌀","10","곡물","1003","보리","","","","","2015-12-03"
"02","맥류","0203","밀","10","곡물","1001","밀과 메슬린(meslin)","100110","듀럼종 밀(Durum wheat)","","","2015-12-03"
"02","맥류","0205","호밀","10","곡물","1002","호밀","100290","기타","1002900000","기타","2015-12-03"
"02","맥류","0206","귀리","10","곡물","1004","귀리","100490","기타","1004900000","기타","2015-12-03"
"03","두류","0301","콩","12","채유(採油)에 적합한 종자와 과실  ， 각종 종자와 과실  ， 공업용·의약용 식물  ， 짚과 사료용 식물","1201","대두(부수었는지에 상관없다)","120190","기타","1201909000","기타","2015-12-03"
"03","두류","0302","팥","07","식용의 채소·뿌리·괴경(塊莖)","0713","건조한 채두류(菜豆類)(꼬투리가 없는 것으로서 껍질을 제거한 것인지 또는 쪼갠 것인지에 상관없다)","071332","팥[아주기(Adzuki)][파세러스(Phaseolus)ㆍ비그나 앵구라리스(Vigna angularis)]","0713329000","기타","2015-12-03"
"03","두류","0303","녹두","07","식용의 채소·뿌리·괴경(塊莖)","0713","건조한 채두류(菜豆類)(꼬투리가 없는 것으로서 껍질을 제거한 것인지 또는 쪼갠 것인지에 상관없다)","071331","녹두[비그나 멍고(엘) 헤파(Vigna mungo (L) Hepper)종ㆍ비그나 라디에이타(엘) 월크젝(Vigna radiata (L) Wilczek)종]","0713319000","기타","2015-12-03"
"03","두류","0304","완두","07","식용의 채소·뿌리·괴경(塊莖)","0713","건조한 채두류(菜豆類)(꼬투리가 없는 것으로서 껍질을 제거한 것인지 또는 쪼갠 것인지에 상관없다)","071310","완두[피섬 새티범(Pisum sativum)]","0713109000","기타","2015-12-03"
"03","두류","0305","강낭콩","07","식용의 채소·뿌리·괴경(塊莖)","0713","건조한 채두류(菜豆類)(꼬투리가 없는 것으로서 껍질을 제거한 것인지 또는 쪼갠 것인지에 상관없다)","071333","강낭콩(흰 완두콩을 포함한다)[파세러스 불가리스(Phaseolus vulgaris)]","0713339000","기타","2015-12-03"
"03","두류","0306","동부","07","식용의 채소·뿌리·괴경(塊莖)","0713","건조한 채두류(菜豆類)(꼬투리가 없는 것으로서 껍질을 제거한 것인지 또는 쪼갠 것인지에 상관없다)","071335","기타","0713350000","동부콩[비그나 운구이쿨라타(Vigna unguiculata)]","2015-12-03"
"04","잡곡류","0401","옥수수","10","곡물","1005","옥수수","100590","기타","1005909000","기타","2015-12-03"
"04","잡곡류","0402","조","10","곡물","1008","메밀ㆍ밀리트(millet)ㆍ카나리시드(canary seed)와 그 밖의 곡물","100829","기타","1008291000","조","2015-12-03"
"04","잡곡류","0403","수수","10","곡물","1007","수수","100790","기타","1007900000","기타","2015-12-03"
"04","잡곡류","0404","메밀","10","곡물","1008","메밀ㆍ밀리트(millet)ㆍ카나리시드(canary seed)와 그 밖의 곡물","100810","메밀","1008100000","메밀","2015-12-03"
"04","잡곡류","0405","기장","10","곡물","1008","메밀ㆍ밀리트(millet)ㆍ카나리시드(canary seed)와 그 밖의 곡물","100890","그 밖의 곡물","1008900000","그 밖의 곡물","2015-12-03"
"04","잡곡류","0406","피","10","곡물","1008","메밀ㆍ밀리트(millet)ㆍ카나리시드(canary seed)와 그 밖의 곡물","100890","그 밖의 곡물","1008900000","그 밖의 곡물","2015-12-03"
"04","잡곡류","0407","율무","10","곡물","1008","메밀ㆍ밀리트(millet)ㆍ카나리시드(canary seed)와 그 밖의 곡물","100890","그 밖의 곡물","1008900000","그 밖의 곡물","2015-12-03"
"05","서류","0501","감자","07","식용의 채소·뿌리·괴경(塊莖)","0701","감자(신선한 것이나 냉장한 것으로 한정한다)","070190","기타","0701900000","기타","2015-12-03"
"05","서류","0502","고구마","07","식용의 채소·뿌리·괴경(塊莖)","0714","매니옥(manioc)ㆍ칡뿌리ㆍ살렙(salep)ㆍ돼지감자(Jerusalem artichoke)ㆍ고구마와 그 밖에 이와 유사한 전분이나 이눌린(inulin)을 다량 함유한 뿌리ㆍ괴경(塊莖)[자른 것인지 또는 펠릿(pellet) 모양인지에 상관없으며 신선한 것  ， 냉장ㆍ냉동한 것  ， 건조한 것으로 한정한다]  ， 사고야자(sago)의 심(pith)","071420","고구마","","","2015-12-03"
"05","서류","0503","야콘","07","식용의 채소·뿌리·괴경(塊莖)","0714","매니옥(manioc)ㆍ칡뿌리ㆍ살렙(salep)ㆍ돼지감자(Jerusalem artichoke)ㆍ고구마와 그 밖에 이와 유사한 전분이나 이눌린(inulin)을 다량 함유한 뿌리ㆍ괴경(塊莖)[자른 것인지 또는 펠릿(pellet) 모양인지에 상관없으며 신선한 것  ， 냉장ㆍ냉동한 것  ， 건조한 것으로 한정한다]  ， 사고야자(sago)의 심(pith)","071490","기타","0714909090","기타","2015-12-03"
"05","서류","0504","카사바","07","식용의 채소·뿌리·괴경(塊莖)","0714","매니옥(manioc)ㆍ칡뿌리ㆍ살렙(salep)ㆍ돼지감자(Jerusalem artichoke)ㆍ고구마와 그 밖에 이와 유사한 전분이나 이눌린(inulin)을 다량 함유한 뿌리ㆍ괴경(塊莖)[자른 것인지 또는 펠릿(pellet) 모양인지에 상관없으며 신선한 것  ， 냉장ㆍ냉동한 것  ， 건조한 것으로 한정한다]  ， 사고야자(sago)의 심(pith)","071410","매니옥(manioc)[카사바(cassava)]","","","2015-12-03"
"06","과실류","0601","사과","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0808","사과ㆍ배ㆍ마르멜로(quince)(신선한 것으로 한정한다)","080810","사과","0808100000","사과","2015-12-03"
"06","과실류","0602","배","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0808","사과ㆍ배ㆍ마르멜로(quince)(신선한 것으로 한정한다)","080830","배","0808300000","배","2015-12-03"
"06","과실류","0603","포도","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0806","포도(신선하거나 건조한 것으로 한정한다)","080610","신선한 것","0806100000","신선한 것","2015-12-03"
"06","과실류","0604","복숭아","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0809","살구ㆍ체리ㆍ복숭아[넥터린(nectarine)을 포함한다]ㆍ자두ㆍ슬로(sloe)(신선한 것으로 한정한다)","080930","복숭아[넥터린(nectarine)을 포함한다]","0809300000","복숭아[넥터린(nectarine)을 포함한다]","2015-12-03"
"06","과실류","0605","감","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081070","감","0810701000","단감","2015-12-03"
"06","과실류","0608","자두","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0809","살구ㆍ체리ㆍ복숭아[넥터린(nectarine)을 포함한다]ㆍ자두ㆍ슬로(sloe)(신선한 것으로 한정한다)","080940","자두와 슬로(sloe)","0809401000","자두","2015-12-03"
"06","과실류","0609","모과","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0610","살구","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0813","건조한 과실(제0801호부터 제0806호까지에 해당하는 것은 제외한다)  ， 이 류의 견과류나 건조한 과실의 혼합물","081310","살구","0813100000","살구","2015-12-03"
"06","과실류","0611","참다래(키위)","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081050","키위프루트(kiwifruit)","0810500000","키위프루트(kiwifruit)","2015-12-03"
"06","과실류","0612","바나나","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0803","바나나[플랜틴(plantain)을 포함하며  ， 신선하거나 건조한 것으로 한정한다]","080390","기타","0803900000","기타","2015-12-03"
"06","과실류","0613","파인애플","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0804","대추야자ㆍ무화과ㆍ파인애플ㆍ아보카도(avocado)ㆍ구아바(guava)ㆍ망고(mango)ㆍ망고스틴(mangosteen)(신선하거나 건조한 것으로 한정한다)","080430","파인애플","0804300000","파인애플","2015-12-03"
"06","과실류","0614","감귤","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0805","감귤류의 과실(신선하거나 건조한 것으로 한정한다)","080520","만다린(mandarins)[탄제린(tangerines)ㆍ세트수머(satsumas)를 포함한다]  ， 클레멘타인(clementines)  ， 윌킹(wilkings)과 이와 유사한 감귤류 잡종","0805201000","감귤","2015-12-03"
"06","과실류","0615","만감","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0805","감귤류의 과실(신선하거나 건조한 것으로 한정한다)","080520","만다린(mandarins)[탄제린(tangerines)ㆍ세트수머(satsumas)를 포함한다]  ， 클레멘타인(clementines)  ， 윌킹(wilkings)과 이와 유사한 감귤류 잡종","0805209000","기타","2015-12-03"
"06","과실류","0616","탄제린","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0805","감귤류의 과실(신선하거나 건조한 것으로 한정한다)","080520","만다린(mandarins)[탄제린(tangerines)ㆍ세트수머(satsumas)를 포함한다]  ， 클레멘타인(clementines)  ， 윌킹(wilkings)과 이와 유사한 감귤류 잡종","0805209000","기타","2015-12-03"
"06","과실류","0617","레몬","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0805","감귤류의 과실(신선하거나 건조한 것으로 한정한다)","080550","레몬[시트러스 리몬(Citrus limon)ㆍ시트러스 리머늄(Citrus limonum)]  ， 라임(lime)[시트러스 오란티폴리아(Citrus aurantifolia)ㆍ시트러스 라티폴리아(Citrus latifolia)]","0805501000","레몬(시트리스 리몬 및 시트리스 리머늄)","2015-12-03"
"06","과실류","0618","오렌지","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0805","감귤류의 과실(신선하거나 건조한 것으로 한정한다)","080510","오렌지","0805100000","오렌지","2015-12-03"
"06","과실류","0619","자몽","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0805","감귤류의 과실(신선하거나 건조한 것으로 한정한다)","080540","그레이프프루트(grapefruit)[포멜로(pomelos)를 포함한다]","0805400000","그레이프프루트(grapefruit)[포멜로(pomelos)를 포함한다]","2015-12-03"
"06","과실류","0620","유자","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0805","감귤류의 과실(신선하거나 건조한 것으로 한정한다)","080590","기타","0805900000","기타","2015-12-03"
"06","과실류","0621","금감","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0805","감귤류의 과실(신선하거나 건조한 것으로 한정한다)","080590","기타","0805900000","기타","2015-12-03"
"06","과실류","0622","오디","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081020","나무딸기ㆍ검은나무딸기ㆍ오디ㆍ로간베리(loganberry)","0810200000","나무딸기ㆍ검은나무딸기ㆍ오디ㆍ로간베리(loganberry)","2015-12-03"
"06","과실류","0623","버찌","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0809","살구ㆍ체리ㆍ복숭아[넥터린(nectarine)을 포함한다]ㆍ자두ㆍ슬로(sloe)(신선한 것으로 한정한다)","080921","신 체리[프루너스 체라서스(Prunus cerasus)]","0809210000","신 체리[프루너스 체라서스(Prunus cerasus)]","2015-12-03"
"06","과실류","0624","석류","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0625","매실","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810905000","매실","2015-12-03"
"06","과실류","0626","앵두","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0809","살구ㆍ체리ㆍ복숭아[넥터린(nectarine)을 포함한다]ㆍ자두ㆍ슬로(sloe)(신선한 것으로 한정한다)","080929","기타","0809290000","기타","2015-12-03"
"06","과실류","0627","무화과","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0804","대추야자ㆍ무화과ㆍ파인애플ㆍ아보카도(avocado)ㆍ구아바(guava)ㆍ망고(mango)ㆍ망고스틴(mangosteen)(신선하거나 건조한 것으로 한정한다)","080420","무화과","0804200000","무화과","2015-12-03"
"06","과실류","0628","으름","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0629","수구리","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0630","산사","12","채유(採油)에 적합한 종자와 과실  ， 각종 종자와 과실  ， 공업용·의약용 식물  ， 짚과 사료용 식물","1211","주로 향료용ㆍ의료용ㆍ살충용ㆍ살균용과 그 밖에 이와 유사한 용도에 적합한 식물과 그 부분(종자와 과실을 포함하고  ， 신선하거나 건조한 것으로 한정하며  ， 절단하거나 잘게 부순 것인지 또는 가루로 된 것인지에 상관없다)","121190","기타","1211909050","산사자(山査子)","2015-12-03"
"06","과실류","0631","아몬드","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0802","그 밖의 견과류(신선하거나 건조한 것으로 한정하며  ， 껍데기나 껍질을 벗겼는지에 상관없다)","080211","껍데기를 벗기지 않은 것","0802110000","껍데기를 벗기지 않은 것","2015-12-03"
"06","과실류","0632","피스타치오","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0802","그 밖의 견과류(신선하거나 건조한 것으로 한정하며  ， 껍데기나 껍질을 벗겼는지에 상관없다)","080251","껍데기를 벗기지 않은 것","0802510000","껍데기를 벗기지 않은 것","2015-12-03"
"06","과실류","0633","탱자","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0805","감귤류의 과실(신선하거나 건조한 것으로 한정한다)","080590","기타","0805900000","기타","2015-12-03"
"06","과실류","0634","아보카도","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0804","대추야자ㆍ무화과ㆍ파인애플ㆍ아보카도(avocado)ㆍ구아바(guava)ㆍ망고(mango)ㆍ망고스틴(mangosteen)(신선하거나 건조한 것으로 한정한다)","080440","아보카도(avocado)","0804400000","아보카도(avocado)","2015-12-03"
"06","과실류","0635","야자","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0636","망고","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0804","대추야자ㆍ무화과ㆍ파인애플ㆍ아보카도(avocado)ㆍ구아바(guava)ㆍ망고(mango)ㆍ망고스틴(mangosteen)(신선하거나 건조한 것으로 한정한다)","080450","구아바(guava)ㆍ망고(mango)ㆍ망고스틴(mangosteen)","0804502000","망고(mango)","2015-12-03"
"06","과실류","0637","망고스턴","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0804","대추야자ㆍ무화과ㆍ파인애플ㆍ아보카도(avocado)ㆍ구아바(guava)ㆍ망고(mango)ㆍ망고스틴(mangosteen)(신선하거나 건조한 것으로 한정한다)","080450","구아바(guava)ㆍ망고(mango)ㆍ망고스틴(mangosteen)","0804503000","망고스틴(mangosteen)","2015-12-03"
"06","과실류","0638","코코넛","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0801","코코넛ㆍ브라질너트ㆍ캐슈너트(cashew nut)(신선한 것이나 건조한 것으로 한정하며  ， 껍데기나 껍질을 벗겼는지에 상관없다)","080119","기타","0801190000","기타","2015-12-03"
"06","과실류","0639","보리수","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0640","체리모야","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0641","비파","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0642","리치","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0644","듀리안","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081060","두리안(durian)","0810600000","두리안(durian)","2015-12-03"
"06","과실류","0645","패션푸룻","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0646","파파야","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0807","멜론(수박을 포함한다)과 포포(papaw)[파파야(papaya)](신선한 것으로 한정한다)","080720","포포(papaw)[파파야(papaya)]","0807200000","포포(papaw)[파파야(papaya)]","2015-12-03"
"06","과실류","0647","구와바","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0804","대추야자ㆍ무화과ㆍ파인애플ㆍ아보카도(avocado)ㆍ구아바(guava)ㆍ망고(mango)ㆍ망고스틴(mangosteen)(신선하거나 건조한 것으로 한정한다)","080450","구아바(guava)ㆍ망고(mango)ㆍ망고스틴(mangosteen)","0804501000","구아바(guava)","2015-12-03"
"06","과실류","0649","사포딜라","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0651","빵나무","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0655","아보케이트","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0804","대추야자ㆍ무화과ㆍ파인애플ㆍ아보카도(avocado)ㆍ구아바(guava)ㆍ망고(mango)ㆍ망고스틴(mangosteen)(신선하거나 건조한 것으로 한정한다)","080440","아보카도(avocado)","0804400000","아보카도(avocado)","2015-12-03"
"06","과실류","0656","선인장열매","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0657","체리","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0809","살구ㆍ체리ㆍ복숭아[넥터린(nectarine)을 포함한다]ㆍ자두ㆍ슬로(sloe)(신선한 것으로 한정한다)","080929","기타","0809290000","기타","2015-12-03"
"06","과실류","0658","용과","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0659","블루베리","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081040","크랜베리(cranberry)ㆍ빌베리(bilberry)와 그 밖의 박시니엄(Vaccinium)속의 과실","0810400000","크랜베리(cranberry)ㆍ빌베리(bilberry)와 그 밖의 박시니엄(Vaccinium)속의 과실","2015-12-03"
"06","과실류","0660","람부탄","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0661","롱간","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0663","아로니아","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0664","블랙베리","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0665","아사이베리","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0666","칼슘나무","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0667","블랙커런트","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"06","과실류","0674","호두","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0810","그 밖의 과실(신선한 것으로 한정한다)","081090","기타","0810909000","기타","2015-12-03"
"09","과채류","0901","오이","07","식용의 채소·뿌리·괴경(塊莖)","0707","오이류(신선한 것이나 냉장한 것으로 한정한다)","070700","오이류(신선한 것이나 냉장한 것으로 한정한다)","0707000000","오이류(신선한 것이나 냉장한 것으로 한정한다)","2015-12-03"
"09","과채류","0902","호박","07","식용의 채소·뿌리·괴경(塊莖)","0709","그 밖의 채소(신선한 것이나 냉장한 것으로 한정한다)","070993","호박류[쿠쿠르비타(Cucurbita)종]","0709930000","호박류[쿠쿠르비타(Cucurbita)종]","2015-12-03"
"09","과채류","0903","가지","07","식용의 채소·뿌리·괴경(塊莖)","0709","그 밖의 채소(신선한 것이나 냉장한 것으로 한정한다)","070930","가지(에그플랜트)","0709300000","가지(에그플랜트)","2015-12-03"
"09","과채류","0904","박","07","식용의 채소·뿌리·괴경(塊莖)","0709","그 밖의 채소(신선한 것이나 냉장한 것으로 한정한다)","070999","기타","0709999000","기타","2015-12-03"
"09","과채류","0905","백과","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0802","그 밖의 견과류(신선하거나 건조한 것으로 한정하며  ， 껍데기나 껍질을 벗겼는지에 상관없다)","080290","기타","0802902010","껍데기를 벗기지 않은 것","2015-12-03"
"10","엽경채류","1001","배추","07","식용의 채소·뿌리·괴경(塊莖)","0704","양배추ㆍ꽃양배추ㆍ구경(球莖)양배추ㆍ케일(kale)과 그 밖에 이와 유사한 식용 배추속(신선한 것이나 냉장한 것으로 한정한다)","070490","기타","0704902000","배추","2015-12-03"
"10","엽경채류","1004","양배추","07","식용의 채소·뿌리·괴경(塊莖)","0704","양배추ㆍ꽃양배추ㆍ구경(球莖)양배추ㆍ케일(kale)과 그 밖에 이와 유사한 식용 배추속(신선한 것이나 냉장한 것으로 한정한다)","070490","기타","0704901000","양배추","2015-12-03"
"10","엽경채류","1005","상추","07","식용의 채소·뿌리·괴경(塊莖)","0705","상추[락투카 사티바(Lactuca sativa)]와 치커리(chicory)[시커리엄(Cichorium)종](신선한 것이나 냉장한 것으로 한정한다)","070511","결구(結球) 상추","0705110000","결구(結球) 상추","2015-12-03"
"10","엽경채류","1006","열무","07","식용의 채소·뿌리·괴경(塊莖)","0706","당근ㆍ순무ㆍ샐러드용 사탕무뿌리ㆍ선모(仙茅)ㆍ셀러리액(celeriac)ㆍ무와 그 밖에 이와 유사한 식용 뿌리(신선한 것이나 냉장한 것으로 한정한다)","070690","기타","0706909000","기타","2015-12-03"
"10","엽경채류","1007","순무","07","식용의 채소·뿌리·괴경(塊莖)","0706","당근ㆍ순무ㆍ샐러드용 사탕무뿌리ㆍ선모(仙茅)ㆍ셀러리액(celeriac)ㆍ무와 그 밖에 이와 유사한 식용 뿌리(신선한 것이나 냉장한 것으로 한정한다)","070610","당근과 순무","0706102000","순무","2015-12-03"
"10","엽경채류","1008","시금치","07","식용의 채소·뿌리·괴경(塊莖)","0709","그 밖의 채소(신선한 것이나 냉장한 것으로 한정한다)","070970","시금치류","0709700000","시금치류","2015-12-03"
"10","엽경채류","1009","미나리","07","식용의 채소·뿌리·괴경(塊莖)","0709","그 밖의 채소(신선한 것이나 냉장한 것으로 한정한다)","070999","기타","0709999000","기타","2015-12-03"
"10","엽경채류","1010","부추","07","식용의 채소·뿌리·괴경(塊莖)","0703","양파ㆍ쪽파ㆍ마늘ㆍ리크(leek)와 그 밖의 파속의 채소(신선한 것이나 냉장한 것으로 한정한다)","070390","리크(leek)와 그 밖의 파속의 채소","0703909000","기타","2015-12-03"
"10","엽경채류","1011","깻잎","07","식용의 채소·뿌리·괴경(塊莖)","0709","그 밖의 채소(신선한 것이나 냉장한 것으로 한정한다)","070999","기타","0709999000","기타","2015-12-03"
"10","엽경채류","1012","쑥갓","07","식용의 채소·뿌리·괴경(塊莖)","0709","그 밖의 채소(신선한 것이나 냉장한 것으로 한정한다)","070999","기타","0709999000","기타","2015-12-03"
"10","엽경채류","1013","갓","07","식용의 채소·뿌리·괴경(塊莖)","0709","그 밖의 채소(신선한 것이나 냉장한 것으로 한정한다)","070999","기타","0709999000","기타","2015-12-03"
"10","엽경채류","1014","근대","07","식용의 채소·뿌리·괴경(塊莖)","0709","그 밖의 채소(신선한 것이나 냉장한 것으로 한정한다)","070999","기타","0709999000","기타","2015-12-03"
"10","엽경채류","1015","아욱","07","식용의 채소·뿌리·괴경(塊莖)","0709","그 밖의 채소(신선한 것이나 냉장한 것으로 한정한다)","070999","기타","0709999000","기타","2015-12-03"
"10","엽경채류","1016","콩나물","07","식용의 채소·뿌리·괴경(塊莖)","0709","그 밖의 채소(신선한 것이나 냉장한 것으로 한정한다)","070999","기타","0709999000","기타","2015-12-03"
"10","엽경채류","1017","숙주나물","07","식용의 채소·뿌리·괴경(塊莖)","0709","그 밖의 채소(신선한 것이나 냉장한 것으로 한정한다)","070999","기타","0709999000","기타","2015-12-03"
"10","엽경채류","1018","냉이","07","식용의 채소·뿌리·괴경(塊莖)","0709","그 밖의 채소(신선한 것이나 냉장한 것으로 한정한다)","070999","기타","0709999000","기타","2015-12-03"
"10","엽경채류","1019","고구마순","07","식용의 채소·뿌리·괴경(塊莖)","0712","건조한 채소(원래 모양인 것  ， 절단한 것  ， 얇게 썬 것  ， 부순 것  ， 가루 모양인 것으로 한정하며  ， 더 이상 조제한 것은 제외한다)","071290","그 밖의 채소와 채소류의 혼합물","0712902080","고구마줄기","2015-12-03"
"10","엽경채류","1020","달래","07","식용의 채소·뿌리·괴경(塊莖)","0703","양파ㆍ쪽파ㆍ마늘ㆍ리크(leek)와 그 밖의 파속의 채소(신선한 것이나 냉장한 것으로 한정한다)","070390","리크(leek)와 그 밖의 파속의 채소","0703909000","기타","2015-12-03"
"10","엽경채류","1021","비름","07","식용의 채소·뿌리·괴경(塊莖)","0709","그 밖의 채소(신선한 것이나 냉장한 것으로 한정한다)","070999","기타","0709999000","기타","2015-12-03"
"10","엽경채류","1022","고들빼기","07","식용의 채소·뿌리·괴경(塊莖)","0709","그 밖의 채소(신선한 것이나 냉장한 것으로 한정한다)","070999","기타","0709999000","기타","2015-12-03"
