"부류코드(catgoryCode)","부류명(catgoryNm)","품목코드(stdPrdlstCode)","품목명(stdPrdlstNm)","HSK류코드(hskLclasCode)","HSK류명(hskLclasNm)","HSK호코드(hskMclasCode)","HSK호명(hskMclasNm)","HSK소호코드(hskSclasCode)","HSK소호명(hskSclasNm)","HSK품목코드(hskPrdlstCode)","HSK품목명(hskPrdlstNm)","업데이트일자(updtDe)"
"21","초화류","2125","맨드라미","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2126","메리골드","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2127","물망초","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2128","미모사","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2129","백일홍","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2130","버베나","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2131","봉선화","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2132","분꽃","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2134","색동호박","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2136","석죽","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2137","센토레아","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2138","수세미","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2140","스위트피","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2143","스토크","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2144","시네나리아","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2148","엉겅퀴","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2149","여주","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2150","오색고추","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2152","이베리스","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2153","일일초","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2154","임파티엔스","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2156","제라늄","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2157","채송화","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2158","천일홍","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2159","칼세오라리아","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2160","캄파뉼라","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2162","코스모스","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2163","코키아","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2164","클레오메","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2165","토레니아","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2166","패랭이","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2167","팬지","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2168","페튜니아","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2170","풍선꽃","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2171","프리뮬러","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2172","한련화","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2173","해바라기","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2174","헬리크리섬","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2175","황색코스모스","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2180","델피늄","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2184","민들레","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2187","비올라","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2192","이소토마","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2195","채소","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2197","튜울립","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"21","초화류","2198","크리산세멈","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
"22","난류","2201","덴드로비움","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0603","절화(切花)와 꽃봉오리(신선한 것과 건조ㆍ염색ㆍ표백ㆍ침투나 그 밖의 가공을 한 것으로서 꽃다발용이나 장식용에 적합한 것으로 한정한다)","060313","난","0603139000","기타","2015-12-03"
"22","난류","2202","덴파레","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0603","절화(切花)와 꽃봉오리(신선한 것과 건조ㆍ염색ㆍ표백ㆍ침투나 그 밖의 가공을 한 것으로서 꽃다발용이나 장식용에 적합한 것으로 한정한다)","060313","난","0603139000","기타","2015-12-03"
"22","난류","2203","동양란","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0603","절화(切花)와 꽃봉오리(신선한 것과 건조ㆍ염색ㆍ표백ㆍ침투나 그 밖의 가공을 한 것으로서 꽃다발용이나 장식용에 적합한 것으로 한정한다)","060313","난","0603139000","기타","2015-12-03"
"22","난류","2204","마스데발리야","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0603","절화(切花)와 꽃봉오리(신선한 것과 건조ㆍ염색ㆍ표백ㆍ침투나 그 밖의 가공을 한 것으로서 꽃다발용이나 장식용에 적합한 것으로 한정한다)","060313","난","0603139000","기타","2015-12-03"
"22","난류","2205","밀토니야","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0603","절화(切花)와 꽃봉오리(신선한 것과 건조ㆍ염색ㆍ표백ㆍ침투나 그 밖의 가공을 한 것으로서 꽃다발용이나 장식용에 적합한 것으로 한정한다)","060313","난","0603139000","기타","2015-12-03"
"22","난류","2206","반다","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0603","절화(切花)와 꽃봉오리(신선한 것과 건조ㆍ염색ㆍ표백ㆍ침투나 그 밖의 가공을 한 것으로서 꽃다발용이나 장식용에 적합한 것으로 한정한다)","060313","난","0603139000","기타","2015-12-03"
"22","난류","2207","심비디움","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0603","절화(切花)와 꽃봉오리(신선한 것과 건조ㆍ염색ㆍ표백ㆍ침투나 그 밖의 가공을 한 것으로서 꽃다발용이나 장식용에 적합한 것으로 한정한다)","060313","난","0603131000","심비디움(Cymbidiums)","2015-12-03"
"22","난류","2208","앙그레컴","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0603","절화(切花)와 꽃봉오리(신선한 것과 건조ㆍ염색ㆍ표백ㆍ침투나 그 밖의 가공을 한 것으로서 꽃다발용이나 장식용에 적합한 것으로 한정한다)","060313","난","0603139000","기타","2015-12-03"
"22","난류","2209","온시디움","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0603","절화(切花)와 꽃봉오리(신선한 것과 건조ㆍ염색ㆍ표백ㆍ침투나 그 밖의 가공을 한 것으로서 꽃다발용이나 장식용에 적합한 것으로 한정한다)","060313","난","0603139000","기타","2015-12-03"
"22","난류","2210","카틀레야","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0603","절화(切花)와 꽃봉오리(신선한 것과 건조ㆍ염색ㆍ표백ㆍ침투나 그 밖의 가공을 한 것으로서 꽃다발용이나 장식용에 적합한 것으로 한정한다)","060313","난","0603139000","기타","2015-12-03"
"22","난류","2211","파피오페딜리움","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0603","절화(切花)와 꽃봉오리(신선한 것과 건조ㆍ염색ㆍ표백ㆍ침투나 그 밖의 가공을 한 것으로서 꽃다발용이나 장식용에 적합한 것으로 한정한다)","060313","난","0603139000","기타","2015-12-03"
"22","난류","2212","팔레높시스","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0603","절화(切花)와 꽃봉오리(신선한 것과 건조ㆍ염색ㆍ표백ㆍ침투나 그 밖의 가공을 한 것으로서 꽃다발용이나 장식용에 적합한 것으로 한정한다)","060313","난","0603132000","팔레놉시스(Phalaenopsis)","2015-12-03"
"22","난류","2215","브라시아","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0603","절화(切花)와 꽃봉오리(신선한 것과 건조ㆍ염색ㆍ표백ㆍ침투나 그 밖의 가공을 한 것으로서 꽃다발용이나 장식용에 적합한 것으로 한정한다)","060313","난","0603139000","기타","2015-12-03"
"22","난류","2221","동양심비","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0603","절화(切花)와 꽃봉오리(신선한 것과 건조ㆍ염색ㆍ표백ㆍ침투나 그 밖의 가공을 한 것으로서 꽃다발용이나 장식용에 적합한 것으로 한정한다)","060313","난","0603139000","기타","2015-12-03"
"23","선인장/다육식물류","2301","거취옥","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901060","선인장류","2015-12-03"
"23","선인장/다육식물류","2306","금황환철화","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901060","선인장류","2015-12-03"
"23","선인장/다육식물류","2310","남제옥","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901060","선인장류","2015-12-03"
"23","선인장/다육식물류","2313","두우각","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901060","선인장류","2015-12-03"
"23","선인장/다육식물류","2346","아데니움","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901060","선인장류","2015-12-03"
"23","선인장/다육식물류","2347","암","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901060","선인장류","2015-12-03"
"23","선인장/다육식물류","2353","올리브옥","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901060","선인장류","2015-12-03"
"23","선인장/다육식물류","2370","취상","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901060","선인장류","2015-12-03"
"23","선인장/다육식물류","2379","선인장","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901060","선인장류","2015-12-03"
"23","선인장/다육식물류","2380","게발선인장","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901060","선인장류","2015-12-03"
"23","선인장/다육식물류","2382","꽃기린","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901060","선인장류","2015-12-03"
"23","선인장/다육식물류","2387","알로에","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901060","선인장류","2015-12-03"
"23","선인장/다육식물류","2389","아이스플랜트","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901060","선인장류","2015-12-03"
"24","숙근류","2401","거베라","06","살아 있는 수목과 그 밖의 식물  ， 인경(鱗莖)·뿌리와 이와 유사함 물품  ， 절화(切花)와 장식용 잎","0602","그 밖의 살아 있는 식물(뿌리를 포함한다)ㆍ꺾꽂이용 가지ㆍ접붙임용 가지  ， 버섯의 종균(種菌)","060290","기타","0602901090","기타","2015-12-03"
